City,Locality,Property Type,Price,Furnishing Status,Number of Rooms,Number of Bathroom,Balcony,Clubhouse,Swimming Pool,"""Kids Play Areas""",Parking,Area (Sq.Ft.),Area Type,State
Bangalore,Btm Layout,Independent House,26000000.0,Unfurnished,6,2,Connected,0,0,0,0,1200.0,Area,Karnatka
Bangalore,Mysore Road,Apartment,5899000.0,Unfurnished,2,2,"Connected,Individual,Room-attached",1,1,1,0,883.0,Area,Karnatka
Bangalore,Ashwath Nagar,Apartment,5100000.0,Unfurnished,2,2,Individual,0,0,0,0,1100.0,Area,Karnatka
Bangalore,Jalahalli East,Plot,21595867.1294001,Unfurnished,0,0,No Balcony,1,0,0,0,3600.0,Area,Karnatka
Bangalore,Thanisandra Main Road,Apartment,30000000.0,Unfurnished,2,3,"Connected,Room-attached",0,0,0,0,1660.0,Area,Karnatka
Bangalore,Thanisandra Main Road,Apartment,21000000.0,Unfurnished,2,2,Individual,0,0,0,0,847.0,Area,Karnatka
Bangalore,Whitefield,Villa,77000000.0,Unfurnished,3,3,Individual,0,0,0,0,5600.0,Area,Karnatka
Bangalore,Jalahalli,Apartment,24500000.0,Unfurnished,3,3,"Connected,Individual,Room-attached",1,1,1,0,1900.0,Area,Karnatka
Bangalore,Budigere,Apartment,17500000.0,Unfurnished,3,3,Connected,0,0,0,0,1670.0,Area,Karnatka
Bangalore,Kanakapura Road,Apartment,6300000.0,Unfurnished,2,2,"Connected,Room-attached",1,0,0,0,788.0,Area,Karnatka
Bangalore,Sarjapur,Villa,21000000.0,Unfurnished,4,4,Connected,1,1,1,0,2675.0,Area,Karnatka
Bangalore,Thanisandra Main Road,Apartment,33000000.0,Unfurnished,3,3,Individual,1,1,1,0,2104.0,Area,Karnatka
Bangalore,Thanisandra Main Road,Apartment,9500000.0,Unfurnished,2,2,Connected,0,0,0,0,1098.0,Area,Karnatka
Bangalore,Hosahalli,Apartment,23000000.0,Unfurnished,3,3,Connected,0,0,0,0,1710.0,Area,Karnatka
Bangalore,Electronic City Phase I,Apartment,13800000.0,Unfurnished,2,2,Connected,0,0,0,0,957.0,Area,Karnatka
Bangalore,Thanisandra Main Road,Apartment,26800000.0,Unfurnished,2,2,"Connected,Individual,Room-attached",1,1,1,0,1322.0,Area,Karnatka
Bangalore,Kanakapura Road,Apartment,16500000.0,Unfurnished,2,2,Connected,0,0,0,0,1300.0,Area,Karnatka
